Date,effected-people-per-day,daily-effected-Inside-Dhaka,daily-effected-Outside-Dhaka,Dengue-Fever-effected,Dengue-Hemrogic-effected,Dengue-Shock-Syndrome-effected,total-effected-Inside-Dhaka,total-effected-Outside-Dhaka,total-effected-people ,discharged-per-day-Inside-Dhaka,discharged-per-day-Outside-Dhaka ,Total-discharged-in-24 -hrs,total-discharged-Inside-Dhaka,total-discharged-Outside-Dhaka,Total-discharged-people,currently-admitted-people-Inside-Dhaka,currently-admitted-people-Outside-Dhaka,Total-currently-admitted-people,Death-in-24-hrs,total-death-Inside Dhaka,total-death-Outside-Dhaka,Total-death
25-09-22,440,309,131,440,0,0,10743,3137,13880,285,133,418,9424,2756,12180,1296,354,1650,0,21,27,48
26-09-22,482,328,154,482,0,0,11071,3291,14362,327,110,437,9751,2866,12617,1294,398,1692,3,26,27,53
27-09-22,460,320,140,460,0,0,11391,3431,14822,299,114,413,10050,2980,13030,1314,424,1738,1,27,27,54
28-09-22,524,373,151,524,0,0,11764,3582,15346,299,142,441,10349,3122,13471,1388,432,1820,1,27,28,55
29-09-22,506,367,139,506,0,0,12131,3721,15852,328,124,452,10677,3246,13923,1427,447,1874,0,27,28,55
30-09-22,240,150,90,240,0,0,12281,3811,16092,129,69,198,10806,3315,14121,1448,468,1916,0,27,28,55
01-10-22,635,518,117,635,0,0,12799,3928,16727,308,84,392,11114,3399,14513,1658,500,2158,1,27,29,56
02-10-22,568,360,208,568,0,0,13159,4136,17295,378,156,514,11492,3555,15027,1660,550,2210,2,27,31,58
03-10-22,525,352,173,525,0,0,13511,4309,17820,392,176,588,11884,3731,15615,1598,546,2144,3,29,32,61
04-10-22,482,348,134,482,0,0,13859,4443,18302,365,117,482,12249,3848,16097,1581,563,2144,0,29,32,61
05-10-22,344,270,74,482,0,0,14129,4517,18646,248,82,330,12497,3930,16427,1601,555,2156,2,31,32,63
06-10-22,637,417,220,637,0,0,14546,4737,19283,247,213,460,12744,4143,16887,1771,562,2333,0,31,32,63
07-10-22,240,192,48,240,0,0,14738,4785,19523,237,53,290,12981,4196,17177,1725,557,2282,1,32,32,64
08-10-22,712,499,213,712,0,0,15237,4998,20235,384,191,575,13365,4387,17752,1838,578,2416,3,34,33,67
09-10-22,334,241,93,334,0,0,15478,5091,20569,313,88,401,13678,4475,18153,1765,583,2348,1,35,33,68
10-10-22,624,407,217,624,0,0,15885,5308,21193,336,195,531,14014,4670,18684,1834,605,2439,2,37,33,70
11-10-22,677,462,215,677,0,0,16347,5523,21870,466,153,619,14480,4823,19303,1826,667,2493,4,41,33,74
12-10-22,647,415,232,647,0,0,16762,5755,22517,428,230,658,14908,5053,19961,1812,669,2481,1,42,33,75
13-10-22,765,497,268,765,0,0,17259,6023,23282,391,152,543,15299,5205,20504,1915,780,2695,8,45,38,83
14-10-22,310,197,113,310,0,0,17456,6136,23592,196,94,290,15495,5299,20794,1916,799,2715,0,45,38,83
15-10-22,734,468,266,734,0,0,17924,6402,24326,387,167,554,15882,5466,21348,1992,897,2889,6,50,39,89
16-10-22,855,523,332,855,0,0,18447,6734,25181,556,336,892,16438,5802,22240,1957,890,2847,5,52,42,94
17-10-22,857,523,334,857,0,0,18970,7068,26038,464,234,698,16902,6036,22938,2015,989,3004,2,53,43,96
18-10-22,900,528,372,900,0,0,19498,7440,26938,393,281,674,17295,6317,23612,2148,1079,3227,3,55,44,99
19-10-22,864,565,299,864,0,0,20063,7739,27802,459,321,780,17754,6638,24392,2247,1057,3304,7,62,44,106
20-10-22,896,537,359,896,0,0,20600,8098,28698,622,400,1022,18376,7038,25414,2159,1015,3174,4,65,45,110
21-10-22,409,304,105,409,0,0,20904,8203,29107,281,95,376,18657,7133,25790,2182,1025,3207,0,65,45,110
22-10-22,922,520,402,922,0,0,21424,8605,30029,373,350,723,19030,7483,26513,2328,1076,3404,2,66,46,112
23-10-22,1034,589,445,1034,0,0,22013,9050,31063,630,315,945,19660,7798,27458,2286,1206,3492,1,67,46,113
24-10-22,903,575,328,903,0,0,22588,9378,31966,569,623,1192,20229,8421,28650,2290,1192,3482,5,69,49,118
25-10-22,750,494,256,750,0,0,23082,9634,32716,560,256,816,20789,8677,29466,2224,1192,3416,0,69,49,118
26-10-22,923,520,403,923,0,0,23602,10321,33923,535,422,957,21324,9099,30423,2207,1173,3380,2,71,49,120
27-10-22,899,491,408,899,0,0,24093,10729,34822,448,348,796,21772,9447,31219,2250,1230,3480,3,71,52,123
28-10-22,440,279,161,440,0,0,24372,10890,35262,247,129,376,22019,9576,31595,2280,1259,3539,5,73,55,128
29-10-22,869,481,388,869,0,0,24853,11278,36131,476,329,805,22495,9905,32400,2279,1318,3597,6,79,55,134
30-10-22,1020,618,402,1020,0,0,25471,11680,37151,546,439,985,23041,10344,33385,2350,1280,3630,2,80,56,136
31-10-22,873,545,328,873,0,0,26016,12008,38024,582,332,914,23623,10676,34299,2309,1275,3584,5,84,57,141
01-11-22,983,532,451,983,0,0,26548,12459,39007,514,448,962,24137,11124,35261,2322,1276,3598,7,89,59,148
02-11-22,1094,600,494,1094,0,0,27148,12953,40101,587,351,938,24724,11475,36199,2322,1418,3750,4,92,60,152
03-11-22,882,498,384,882,0,0,27646,13337,40983,548,399,947,25272,11874,37146,2276,1400,3676,9,98,63,161
04-11-22,428,255,173,428,0,0,27901,13510,41411,299,144,443,25571,12018,37589,2232,1428,3660,1,98,64,162
05-11-22,788,374,414,788,0,0,28275,13924,42199,349,357,706,25920,12375,38295,2254,1483,3737,5,101,66,167
06-11-22,908,476,432,908,0,0,28751,14356,43107,686,588,1274,26606,12963,39569,2042,1326,3368,3,103,67,170
07-11-22,875,497,378,875,0,0,29248,14734,43982,553,413,966,27159,13376,40535,1980,1290,3270,7,109,68,177
08-11-22,820,450,370,820,0,0,29698,15104,44802,480,382,862,27639,13758,41397,1947,1276,3223,5,112,70,182
09-11-22,796,459,337,796,0,0,30157,15441,45598,488,382,870,28127,14140,42267,1915,1229,3144,5,115,72,187
10-11-22,888,475,413,888,0,0,30632,15854,46486,474,305,779,28601,14445,43046,1915,1333,3248,5,116,76,192
11-11-22,266,150,116,266,0,0,30782,15970,46752,142,119,261,28743,14564,43307,1923,1329,3252,1,116,77,193
12-11-22,918,530,388,918,0,0,31312,16358,47670,426,463,889,29169,15027,44196,2024,1251,3275,6,119,80,199
13-11-22,859,426,433,859,0,0,31738,16791,48529,565,377,942,29734,15404,45138,1885,1304,3189,3,119,83,202
14-11-22,760,425,335,760,0,0,32163,17137,49300,542,426,968,30276,15830,46106,1767,1222,2989,3,120,85,205
15-11-22,692,372,320,692,0,0,32535,17457,49992,495,327,822,30771,16157,46928,1638,1213,2851,8,126,87,213
16-11-22,675,372,303,675,0,0,32907,17760,50667,388,314,702,31159,16471,47630,1620,1201,2821,3,128,88,216
17-11-22,685,353,332,685,0,0,33260,18092,51352,356,307,663,31515,16778,48293,1616,1226,2842,1,129,88,217
18-11-22,250,171,79,250,0,0,33431,18171,51602,247,127,374,31762,16905,48667,1538,1177,2715,3,131,89,220
19-11-22,559,320,239,559,0,0,33751,18410,52161,302,202,504,32064,17107,49171,1552,1212,2764,6,135,91,226
20-11-22,646,320,326,646,0,0,34071,18736,52807,484,444,928,32548,17551,50099,1386,1092,2478,4,137,93,230
21-11-22,606,289,317,606,0,0,34360,19053,53413,414,315,729,32962,17866,50828,1258,1093,2351,4,140,94,234
22-11-22,515,266,249,515,0,0,34626,19302,53928,278,354,632,33240,18220,51460,1243,988,2231,3,143,94,237
23-11-22,477,262,215,477,0,0,34888,19517,54405,328,295,623,33568,18515,52083,1175,907,2082,3,145,95,240
24-11-22,519,258,261,519,0,0,35146,19778,54924,290,288,578,33858,18803,52661,1142,880,2022,1,146,95,241
25-11-22,221,141,80,221,0,0,35287,19858,55145,147,126,273,34005,18929,52934,1135,834,1969,1,147,95,242
26-11-22,462,241,221,462,0,0,35528,20079,55607,203,238,441,34208,19167,53375,1171,817,1988,2,149,95,244
27-11-22,523,277,246,523,0,0,35805,20325,56130,318,261,579,34526,19428,53954,1129,800,1929,3,150,97,247
28-11-22,366,210,156,366,0,0,36015,20481,56496,255,203,458,34781,19631,54412,1084,753,1837,0,150,97,247
29-11-22,436,253,183,436,0,0,36268,20664,56932,269,174,443,35050,19805,54855,1067,760,1827,3,151,99,250
30-11-22,426,239,187,426,0,0,36507,20851,57358,254,192,446,35304,19997,55301,1048,755,1803,4,155,99,254
01-12-22,380,218,162,380,0,0,36725,21013,57738,285,154,439,35589,20151,55740,981,763,1744,0,155,99,254
02-12-22,120,78,42,120,0,0,36803,21055,57858,105,32,137,35694,20183,55877,954,773,1727,0,155,99,254
03-12-22,351,207,144,351,0,0,37010,21199,58209,228,140,368,35922,20323,56245,933,777,1710,0,155,99,254
04-12-22,410,208,202,410,0,0,37218,21401,58619,298,356,654,36220,20679,56899,841,622,1463,3,157,100,257
05-12-22,308,172,136,308,0,0,37390,21537,58927,236,203,439,36456,20882,57338,777,555,1332,0,157,100,257
06-12-22,269,134,135,269,0,0,37524,21672,59196,191,182,373,36647,21064,57711,719,508,1227,1,158,100,258
07-12-22,253,130,123,253,0,0,37654,21795,59449,164,143,307,36811,21207,58018,683,488,1171,2,160,100,260
08-12-22,246,141,105,246,0,0,37795,21900,59695,132,70,202,36943,21277,58220,690,522,1212,3,162,101,263
09-12-22,118,61,57,118,0,0,37856,21957,59813,59,54,113,37002,21331,58333,692,525,1217,0,162,101,263
10-12-22,265,144,121,265,0,0,38000,22078,60078,137,161,298,37139,21492,58631,697,484,1181,3,164,102,266
11-12-22,220,104,116,220,0,0,38104,22194,60298,210,131,341,37349,21623,58972,591,469,1060,0,164,102,266
12-12-22,224,119,105,224,0,0,38223,22299,60522,187,117,304,37536,21740,59276,523,457,980,0,164,102,266
13-12-22,220,108,112,220,0,0,38331,22411,60742,116,89,205,37652,21829,59481,514,480,994,1,165,102,267
14-12-22,184,100,84,184,0,0,38431,22495,60926,120,142,262,37772,21971,59743,494,422,916,0,165,102,267
15-12-22,163,95,68,163,0,0,38526,22563,61089,112,162,274,37884,22133,60017,477,326,803,2,165,104,269
16-12-22,49,28,21,49,0,0,38554,22584,61138,54,24,78,37938,22157,60095,451,323,774,0,165,104,269
17-12-22,125,68,57,125,0,0,38622,22641,61263,112,37,149,38050,22194,60244,405,343,748,2,167,104,271
18-12-22,145,66,79,145,0,0,38688,22720,61408,97,120,217,38147,22314,60461,374,302,676,0,167,104,271
19-12-22,113,66,47,113,0,0,38754,22767,61521,90,54,144,38237,22368,60605,350,295,645,0,167,104,271
20-12-22,108,67,41,108,0,0,38821,22808,61629,85,87,172,38322,22455,60777,331,249,580,1,168,104,272
21-12-22,126,68,58,126,0,0,38889,22866,61755,72,60,132,38394,22515,60909,326,247,573,1,169,104,273
22-12-22,89,54,35,89,0,0,38943,22901,61844,88,52,140,38482,22567,61049,292,229,521,1,169,105,274
23-12-22,39,27,12,39,0,0,38970,22913,61883,32,12,44,38514,22579,61093,287,229,516,0,169,105,274
24-12-22,89,59,30,89,0,0,38561,22634,61195,47,55,102,38561,22634,61195,297,204,501,2,171,105,276
25-12-22,49,27,22,49,0,0,39056,22965,62021,53,12,65,38614,22646,61260,271,214,485,0,171,105,276
26-12-22,106,43,63,106,0,0,39099,23028,62127,71,71,142,38685,22717,61402,243,204,447,2,171,107,278
27-12-22,62,35,27,62,0,0,39134,23055,62189,73,38,111,38758,22755,61513,203,192,395,3,173,108,281
28-12-22,67,36,31,67,0,0,39170,23086,62256,53,49,102,38811,22804,61615,186,174,360,0,173,108,281
29-12-22,65,18,47,65,0,0,39188,23133,62321,34,32,66,38845,22836,61681,170,189,359,0,173,108,281
30-12-22,14,6,8,14,0,0,39194,23141,62335,11,13,24,38856,22849,61705,165,184,349,0,173,108,281
31-12-22,47,26,21,47,0,0,39220,23162,62382,30,28,58,38886,22877,61763,161,177,338,0,173,108,281
01-01-23,41,21,20,41,0,0,21,20,41,-131,-77,-208,-131,-77,-208,152,97,249,0,0,0,0
02-01-23,38,22,16,38,0,0,43,36,79,37,22,59,-94,-55,-149,137,91,228,0,0,0,0
03-01-23,17,31,48,48,0,0,60,67,127,19,20,39,-75,-35,-110,135,102,237,0,0,0,0
04-01-23,49,19,30,49,0,0,79,97,176,52,22,74,-23,-13,-36,102,110,212,0,0,0,0
05-01-23,31,25,6,25,0,0,104,103,207,26,3,29,3,-10,-7,101,113,214,0,0,0,0
06-01-23,8,5,3,8,0,0,109,106,215,7,3,10,10,-7,3,99,113,212,0,0,0,0
07-01-23,27,14,13,27,0,0,123,119,242,19,18,37,29,11,40,94,108,202,0,0,0,0
08-01-23,27,7,20,27,0,0,130,139,269,39,14,53,68,25,93,62,114,176,0,0,0,0
09-01-23,20,9,11,20,0,0,139,150,289,14,11,25,82,36,118,57,113,170,1,0,1,1
10-01-23,32,15,17,32,0,0,154,167,321,20,17,37,102,53,155,52,113,165,0,0,1,1
11-01-23,,,,,,,,,,,,,,,,,,,0,0,1,1
12-01-23,18,7,11,18,0,0,173,187,360,,,,116,94,210,57,92,149,0,0,1,1
13-01-23,10,4,6,10,0,0,177,193,370,6,25,31,122,119,241,55,72,127,1,0,2,2
14-01-23,7,5,2,7,0,0,182,195,377,10,1,11,132,120,252,50,73,123,0,0,2,2
15-01-23,22,5,17,22,0,0,187,212,399,7,17,24,139,137,276,48,72,120,1,0,3,3
16-01-23,13,9,4,13,0,0,196,216,412,10,11,21,149,148,297,47,65,112,0,0,3,3
17-01-23,12,5,7,12,0,0,201,223,424,9,22,31,158,170,328,43,50,93,0,0,3,3
18-01-23,14,8,6,14,0,0,209,229,438,10,15,25,168,185,353,39,41,80,2,2,3,5
19-01-23,16,6,10,16,0,0,215,239,454,10,11,21,178,196,374,35,40,75,0,2,3,5
20-01-23,1,1,0,1,0,0,216,239,455,2,0,2,180,196,376,34,40,74,0,2,3,5
21-01-23,11,9,2,11,0,0,225,241,466,5,5,10,185,201,386,37,37,74,1,3,3,6
22-01-23,8,3,5,8,0,0,228,246,474,14,3,17,199,204,403,26,39,65,0,3,3,6
23-01-23,15,6,9,15,0,0,234,255,489,5,22,27,204,226,430,27,26,53,0,3,3,6
