Date,effected-people-per-day,daily-effected-Inside-Dhaka,daily-effected-Outside-Dhaka,Dengue-Fever-effected,Dengue-Hemrogic-effected,Dengue-Shock-Syndrome-effected,total-effected-Inside-Dhaka,total-effected-Outside-Dhaka,total-effected-people ,discharged-per-day-Inside-Dhaka,discharged-per-day-Outside-Dhaka ,Total-discharged-in-24 -hrs,total-discharged-Inside-Dhaka,total-discharged-Outside-Dhaka,Total-discharged-people,currently-admitted-people-Inside-Dhaka,currently-admitted-people-Outside-Dhaka,Total-currently-admitted-people,Death-in-24-hrs,total-death-Inside Dhaka,total-death-Outside-Dhaka,Total-death
30-05-24,25,12,13,,,,976,1859,2835,12,6,18,895,1801,2696,57,46,103,1,24,12,36
31-05-24,18,7,11,,,,983,1870,2853,4,7,11,899,1808,2707,60,50,110,0,24,12,36
01-06-24,16,9,7,,,,992,1877,2869,4,9,13,903,1817,2720,65,48,113,0,24,12,36
02-06-24,34,7,27,,,,999,1904,2903,12,22,34,915,1839,2754,60,53,113,0,24,12,36
03-06-24,22,15,7,,,,1014,1911,2925,9,16,25,924,1855,2779,66,44,110,0,24,12,36
04-06-24,35,10,20,,,,1024,1936,2960,6,15,21,930,1870,2800,70,54,124,0,24,12,36
05-06-24,24,10,14,,,,1034,1950,2984,11,12,33,941,1882,2823,68,56,124,1,25,12,37
06-06-24,19,10,9,,,,1044,1959,3003,11,5,16,952,1887,2839,67,60,127,0,25,12,37
07-06-24,16,3,13,,,,1047,1972,3019,3,8,11,955,1895,2850,67,65,132,0,25,12,37
08-06-24,12,8,4,,,,1055,1976,3031,5,7,12,960,1902,2862,70,62,132,0,25,12,37
09-06-24,25,7,18,,,,1062,1994,3056,5,10,15,965,1912,2877,71,70,141,1,26,12,38
10-06-24,47,16,31,,,,1078,2025,3103,11,29,40,976,1941,2917,75,72,147,1,27,12,39
11-06-24,15,7,8,,,,1085,2033,3118,8,16,24,984,1957,2941,74,64,138,0,27,12,39
12-06-24,32,16,16,,,,1101,2049,3150,9,20,29,993,1977,2970,81,60,141,0,27,12,39
13-06-24,31,12,19,,,,1113,2068,3181,10,16,26,1003,1993,2996,83,63,146,0,27,12,39
14-06-24,12,8,4,,,,1121,2072,3193,6,6,12,1009,1999,3008,85,61,146,0,27,12,39
15-06-24,14,8,6,,,,1129,2078,3207,12,4,16,1021,2003,3024,80,63,143,1,28,12,40
16-06-24,4,1,3,,,,1130,2081,3211,1,4,5,1022,2007,3029,80,62,142,0,28,12,40
17-06-24,0,0,0,,,,1130,2081,3211,0,0,0,1022,2007,3029,80,62,142,0,28,12,40
18-06-24,7,2,5,,,,1132,2086,3218,6,11,17,1028,2018,3046,76,56,132,0,28,12,40
19-06-24,59,23,36,,,,1155,2122,3277,26,29,55,1054,2047,3101,72,63,135,1,29,12,41
20-06-24,27,9,18,,,,1164,2140,3304,17,16,33,1071,2063,3134,64,65,129,0,29,12,41
21-06-24,11,11,0,,,,1175,2140,3315,4,0,4,1075,2063,3138,71,65,136,0,29,12,41
22-06-24,28,7,21,,,,1182,2161,3343,3,13,16,1078,2076,3154,75,73,148,0,29,12,41
23-06-24,42,13,29,,,,1195,2190,3385,10,30,40,1088,2106,3194,78,72,150,0,29,12,41
24-06-24,34,16,18,,,,1211,2208,3419,8,24,32,1096,2130,3226,86,66,152,0,29,12,41
25-06-24,43,16,27,,,,1227,2235,3462,14,17,31,1110,2147,3257,87,76,163,1,30,12,42
26-06-24,34,17,17,,,,1244,2252,3496,14,21,35,1124,2168,3292,89,72,161,1,31,12,43
27-06-24,42,18,24,,,,1262,2276,3538,15,13,28,1139,2181,3320,92,83,175,0,31,12,43
28-06-24,9,7,2,,,,1269,2278,3547,8,6,14,1147,2187,3334,91,79,170,0,31,12,43
29-06-24,60,30,30,,,,1299,2308,3607,20,32,52,1167,2219,3386,101,77,178,0,31,12,43
30-06-24,44,12,32,,,,1311,2340,3651,1,20,21,1168,2239,3407,111,89,200,1,32,12,44
01-07-24,51,17,34,,,,1328,2374,3702,14,18,32,1182,2257,3439,113,105,218,1,33,12,45
02-07-24,49,19,30,,,,1347,2404,3751,11,23,34,1193,2280,3473,121,111,232,1,33,13,46
03-07-24,61,17,44,,,,1364,2448,3812,20,36,56,1213,2316,3529,118,119,237,0,33,13,46
04-07-24,32,12,20,,,,1376,2468,3844,10,36,46,1223,2352,3575,120,103,223,0,33,13,46
05-07-24,22,13,9,,,,1389,2477,3866,8,20,28,1231,2364,3595,125,100,225,0,33,13,46
06-07-24,26,19,7,,,,1408,2484,3892,15,5,20,1246,2369,3615,129,102,231,0,33,13,46
07-07-24,86,33,53,,,,1441,2537,3978,37,38,75,1283,2407,3690,125,117,242,0,33,13,46
08-07-24,63,26,37,,,,1467,2574,4041,22,16,38,1305,2423,3728,128,138,266,1,34,13,47
09-07-24,88,28,60,,,,1495,2634,4129,24,43,67,1329,2466,3795,132,155,287,0,34,13,47
10-07-24,79,31,48,,,,1526,2682,4208,25,56,81,1354,2522,3876,138,147,285,0,34,13,47
11-07-24,103,45,58,,,,1571,2740,4311,30,43,73,1384,2565,3949,153,162,315,0,34,13,47
12-07-24,25,13,12,,,,1584,2752,4336,10,15,25,1394,2580,3974,156,159,315,0,34,13,47
13-07-24,75,57,18,,,,1641,2770,4411,38,15,53,1432,2595,4027,174,162,336,1,35,13,48
14-07-24,155,47,108,,,,1688,2878,4566,25,83,108,1457,2678,4135,196,187,383,0,35,13,48
15-07-24,112,55,57,,,,1743,2935,4678,36,75,111,1493,2753,4246,214,168,382,2,36,14,50
16-07-24,110,52,58,,,,1795,2993,4788,39,36,75,1532,2789,4321,227,190,417,0,36,14,50
17-07-24,25,20,5,,,,1815,2998,4813,22,35,57,1554,2802,4356,225,182,407,0,36,14,50
18-07-24,,,,,,,,,,,,,,,,,,,,,,
19-07-24,,,,,,,,,,,,,,,,,,,,,,
20-07-24,,,,,,,,,,,,,,,,,,,,,,
21-07-24,,,,,,,,,,,,,,,,,,,,,,
22-07-24,,,,,,,,,,,,,,,,,,,,,,
23-07-24,,,,,,,,,,,,,,,,,,,,,,
24-07-24,174,82,92,,,,1897,3090,4987,,,,1618,2885,4503,243,191,434,0,36,14,50
25-07-24,263,164,99,,,,2061,3189,5250,124,89,213,1742,2974,4716,283,201,484,0,36,14,50
26-07-24,148,30,118,,,,2091,3307,5398,14,112,126,1756,3086,4842,298,207,505,1,37,14,51
27-07-24,98,74,24,,,,2165,3331,5496,36,32,68,1792,3118,4910,335,198,533,2,38,15,53
28-07-24,272,87,185,,,,2252,3516,5768,94,153,247,1886,3271,5157,328,228,556,2,39,17,55
29-07-24,226,124,102,,,,2376,3618,5994,,,144,,,5301,,,,0,39,17,55
30-07-24,150,48,102,,,,2424,3720,6144,,,141,,,5442,,,,1,39,18,56
31-07-24,176,76,76,,,,2500,3720,6220,,,144,,,5586,,,,0,39,18,56
01-08-24,197,93,104,,,,2570,3947,6517,,,205,2151,3640,5791,380,289,669,0,39,18,56
02-08-24,80,38,42,,,,2608,3989,6597,29,36,65,2180,3676,5856,388,295,683,1,40,18,58
03-08-24,154,118,36,,,,2726,4025,6751,76,17,93,2256,3693,5949,430,314,744,0,40,18,58
04-08-24,211,78,133,,,,2804,4158,6962,96,132,228,2352,3825,6177,412,315,727,0,40,18,58
05-08-24,35,34,1,,,,2838,4159,6997,39,0,39,2391,3825,6216,407,316,723,0,40,18,58
06-08-24,192,38,154,,,,2876,4313,7189,58,199,257,2449,4024,6473,385,271,656,2,42,18,60
07-08-24,159,60,99,,,,2936,4412,7348,79,104,183,2528,4128,6656,366,266,632,0,42,18,60
08-08-24,181,93,88,,,,3029,4500,7529,81,88,169,2609,4216,6825,376,266,642,2,44,18,62
09-08-24,34,20,14,,,,3049,4514,7563,24,25,49,2633,4241,6874,372,255,627,0,44,18,62
10-08-24,204,131,73,,,,3180,4587,7767,80,49,129,2713,4290,7003,421,279,700,2,46,18,64
11-08-24,202,99,103,,,,3279,4690,7969,67,94,161,2780,4384,7164,452,288,740,1,47,18,65
12-08-24,285,112,173,,,,3391,4863,8254,71,144,215,2851,4528,7379,492,316,808,2,48,19,67
13-08-24,215,100,115,,,,3491,4978,8469,92,104,196,2943,4632,7575,498,327,825,2,50,19,69
14-08-24,233,88,145,,,,3579,5123,8702,85,110,195,3028,4742,7770,499,362,861,2,52,19,71
15-08-24,228,106,122,,,,3685,5245,8930,84,121,205,3112,4863,7975,520,361,881,3,53,21,74
16-08-24,50,38,12,,,,3723,5257,8980,25,5,30,3137,4868,8005,533,368,901,0,53,21,74
17-08-24,237,132,105,,,,3855,5362,9217,77,89,166,3214,4957,8171,588,384,972,0,53,21,74
18-08-24,334,120,214,,,,3975,5576,9551,122,192,314,3336,5149,8485,586,406,992,0,53,21,74
19-08-24,265,97,168,,,,4072,5744,9816,106,143,249,3442,5292,8734,577,431,1008,0,53,21,74
20-08-24,249,95,154,,,,4167,5898,10065,76,131,207,3518,5423,8941,596,453,1049,1,53,22,75
21-08-24,296,114,182,,,,4281,6080,10361,117,169,286,3635,5592,9227,592,466,1058,1,54,22,76
22-08-24,217,102,115,,,,4383,6195,10578,101,127,228,3736,5719,9455,592,454,1046,1,55,22,77
23-08-24,78,47,31,,,,4430,6226,10656,41,33,74,3777,5752,9529,598,452,1050,0,55,22,77
24-08-24,303,158,145,,,,4588,6371,10959,108,159,67,3885,5911,9796,648,438,1086,0,55,22,77
25-08-24,319,127,192,,,,4715,6563,11278,102,197,299,3987,6108,10095,672,433,1105,1,56,22,78
26-08-24,105,64,41,,,,4779,6604,11383,56,62,118,4043,6170,10213,680,412,1092,0,56,22,78
27-08-24,364,187,177,,,,4966,6781,11747,141,174,315,4184,6344,10528,726,414,1140,1,56,23,79
28-08-24,326,120,206,,,,5086,6987,12073,119,125,244,4303,6469,10772,727,495,1222,0,56,23,79
29-08-24,269,161,108,,,,5247,7095,12342,161,76,237,4464,6545,11009,727,527,1254,0,56,23,79
30-08-24,153,68,85,,,,5315,7180,12495,61,69,130,4525,6614,11139,734,543,1277,0,56,23,79
31-08-24,346,200,146,,,,5515,7326,12841,152,134,286,4677,6748,11425,780,553,1333,4,58,25,83
01-09-24,478,162,316,,,,5677,7642,13319,136,255,391,4813,7003,11816,805,612,1417,3,59,27,86
02-09-24,289,129,160,,,,5806,7802,13608,159,172,331,4972,7175,12147,774,600,1374,1,60,27,87
03-09-24,335,113,222,,,,5919,8024,13943,118,197,315,5090,7372,12462,768,625,1393,1,61,27,88
04-09-24,385,143,242,,,,6062,8266,14328,162,237,399,5252,7609,12861,749,630,1379,0,61,27,88
05-09-24,358,165,193,,,,6227,8459,14686,125,200,325,5377,7809,13186,787,622,1409,3,63,28,91
06-09-24,118,72,46,,,,6299,8505,14804,82,165,165,5459,7892,13351,776,585,1361,1,64,28,92
07-09-24,403,257,146,,,,6556,8651,15207,141,111,252,5600,8003,13603,890,619,1509,3,66,29,95
08-09-24,463,208,255,,,,6764,8906,15670,172,217,389,5772,8220,13992,925,657,1582,1,67,29,96
09-09-24,615,323,292,,,,7087,9198,16285,331,223,554,6103,8443,14546,917,725,1642,1,67,30,97
10-09-24,534,205,329,,,,7292,9527,16819,182,325,507,6285,8768,15053,938,726,1664,5,69,33,102
11-09-24,465,188,277,,,,7480,9804,17284,131,252,383,6416,9020,15436,995,751,1746,0,69,33,102
12-09-24,561,304,257,,,,7784,10061,17845,196,264,460,6612,9284,15896,1103,743,1846,1,69,34,103
13-09-24,196,103,93,,,,7887,10154,18041,80,217,297,6692,9501,16193,1126,619,1745,0,69,34,103
14-09-24,548,359,189,,,,8246,10343,18589,222,136,358,6914,9637,16551,1260,672,1932,3,72,34,106
15-09-24,486,247,239,,,,8493,10582,19075,171,265,265,7085,9902,16987,1336,645,1981,1,72,35,107
16-09-24,267,206,267,,,,8699,10643,19342,154,98,252,7239,10000,17239,1387,608,1995,1,73,35,108
17-09-24,872,367,505,,,,9066,11148,20214,352,306,658,7591,10306,17897,1399,805,2204,5,76,37,113
18-09-24,865,401,464,,,,9467,11612,21079,352,251,603,7943,10557,18500,1442,1018,2460,6,82,37,119
19-09-24,887,362,525,,,,9829,12137,21966,306,332,638,8249,10889,19138,1495,1211,2706,3,85,37,122
20-09-24,299,169,130,,,,9998,12267,22265,180,259,439,8429,11148,19577,1482,1082,2564,2,87,37,124
21-09-24,843,395,448,,,,10393,12715,23108,334,366,700,8763,11514,20277,1542,1164,2706,1,88,37,125
22-09-24,926,326,600,,,,10719,13315,24034,370,434,804,9133,11948,21081,1494,1328,2822,6,92,39,131
23-09-24,866,327,539,,,,11046,13854,24900,383,531,914,9516,12479,21995,1437,1335,2772,2,93,40,133
24-09-24,801,279,522,,,,11325,14376,25701,312,403,715,9828,12882,22710,1401,1454,2855,3,96,40,136
25-09-24,854,365,489,,,,11690,14865,26555,287,505,792,10115,13387,23502,1478,1437,2915,2,97,41,138
26-09-24,829,363,466,,,,12053,15331,27384,339,471,810,10454,13858,24312,1499,1432,2931,3,100,41,141
27-09-24,321,166,155,,,,12219,15486,27705,141,167,308,10595,14025,24620,1522,1420,2942,2,102,41,143
28-09-24,860,387,473,,,,12606,15959,28565,273,348,621,10868,14373,25241,1633,1541,3174,7,105,45,150
29-09-24,1221,453,768,,,,13059,16727,29786,409,681,1090,11277,15054,26331,1671,1626,3297,8,111,47,158
30-09-24,1152,449,703,,,,13508,17430,30938,359,623,982,11636,15677,27313,1759,1703,3462,5,113,50,163
01-10-24,1144,461,683,,,,13969,18113,32082,458,650,1108,12094,16327,28421,1759,1736,3495,3,116,50,166
02-10-24,1017,391,626,,,,14360,18739,33099,446,608,1054,12540,16935,29475,1699,1751,3450,8,121,53,174
03-10-24,1022,423,599,,,,14783,19338,34121,328,590,918,12868,17525,30393,1792,1759,3551,3,123,54,177
04-10-24,317,164,153,,,,14947,19491,34438,200,195,395,13068,17720,30788,1756,1717,3473,0,123,54,177
05-10-24,927,441,486,,,,15388,19977,35365,294,422,716,13362,18142,31504,1900,1779,3679,5,126,56,182
06-10-24,1225,465,760,,,,15853,20737,36590,551,746,1297,13913,18888,32801,1812,1791,3603,4,128,58,186
07-10-24,1218,445,773,,,,16298,21510,37808,501,939,1440,14414,19827,34241,1755,1624,3379,2,129,59,188
08-10-24,981,392,589,,,,16690,22099,38789,535,535,971,14850,20362,35212,1707,1677,3384,5,133,60,193
09-10-24,1033,441,592,,,,17131,22691,39822,408,531,939,15258,20893,36151,1737,1738,3475,3,136,60,196
10-10-24,583,260,323,,,,17391,23014,40405,274,286,560,15532,21179,36711,1723,1772,3495,3,136,63,199
11-10-24,490,225,265,,,,17616,23279,40895,213,248,461,15745,21427,37172,1733,1789,3522,2,138,63,201
12-10-24,915,343,572,,,,17959,23851,41810,221,556,777,15966,21983,37949,1849,1802,3651,9,144,66,210
13-10-24,660,342,318,,,,18301,24169,42470,335,362,697,16301,22345,38646,1853,1757,3610,4,147,67,214
14-10-24,1186,517,669,,,,18818,24838,43656,498,580,1078,16799,22925,39724,1871,1846,3717,1,148,67,215
15-10-24,1108,349,759,,,,19167,25597,44764,451,686,1137,17250,23611,40861,1763,1917,3680,8,154,69,223
16-10-24,1186,469,717,,,,19636,26314,45950,471,425,1166,17721,24306,42027,1759,1938,3697,3,156,70,226
17-10-24,1100,419,681,,,,20055,26995,47050,374,22627,1001,18095,24933,43028,1797,1991,3788,8,163,71,234
18-10-24,411,210,201,,,,20265,27196,47461,193,194,387,18288,25127,43415,1812,1997,3809,3,165,72,237
19-10-24,1121,470,651,,,,20735,27847,48582,405,567,972,18693,25694,44387,1874,2080,3954,4,168,73,241
20-10-24,1298,477,821,,,,21212,28668,49880,518,785,1303,19211,26479,45690,1828,2115,3943,6,173,74,247
21-10-24,1039,403,636,,,,21615,29304,50919,412,749,1161,19623,27228,46851,1816,2002,3818,3,176,74,250
22-10-24,1139,417,722,,,,22032,30026,52058,401,711,1112,20024,27939,47963,1829,2009,3838,7,179,78,257
23-10-24,1138,457,681,,,,22489,30707,53196,418,720,1138,20442,28659,49101,1866,1965,3831,7,181,83,264
24-10-24,1029,399,630,,,,22888,31337,54225,402,621,1023,20844,29280,50124,1860,1973,3833,4,184,84,268
25-10-24,477,228,249,,,,23116,31586,54702,260,263,523,21104,29543,50647,1827,1959,3786,1,185,84,269
26-10-24,961,401,560,,,,23517,32146,55663,288,520,808,21392,30063,51455,1939,1998,3937,2,186,85,271
27-10-24,1248,461,787,,,,23978,32933,56911,458,737,1195,21850,30800,52650,1939,2045,3984,6,189,88,277
28-10-24,1197,421,776,,,,24399,33709,58108,429,779,1208,22279,31579,53858,1928,2042,3970,3,192,88,280
29-10-24,1312,503,809,,,,24902,34518,59420,478,782,1260,22757,32361,55118,1950,2066,4016,6,195,91,286
30-10-24,1154,415,739,,,,25317,35257,60574,411,789,1200,23168,33150,56318,1952,2014,3966,4,197,93,290
31-10-24,1243,497,746,,,,25814,36003,61817,487,671,1158,23655,33821,57476,1960,2084,4044,7,199,98,297
01-11-24,382,176,206,,,,25990,36209,62199,196,266,462,23851,34087,57938,1938,2023,3961,13,201,99,300
02-11-24,966,474,492,,,,26464,36701,63165,353,438,791,24204,34525,58729,2055,2071,4126,10,205,105,310
03-11-24,1306,440,866,,,,26904,37567,64471,576,740,1316,24780,35265,60045,1916,2196,4112,4,208,106,314
04-11-24,1297,430,867,,,,27334,38434,65768,458,802,1260,25238,36067,61305,1884,2259,4143,6,212,108,320
05-11-24,1370,525,845,,,,27859,39279,67138,509,796,1305,25747,36863,62610,1897,2305,4202,6,215,111,326
06-11-24,1109,400,709,,,,28259,39988,68247,361,714,1075,26108,37577,63685,1934,2298,4232,4,217,113,330
07-11-24,1209,422,787,,,,28681,40775,69456,450,658,1108,26558,38235,64793,1900,2426,4326,7,223,114,337
08-11-24,466,242,224,,,,28923,40999,69922,248,252,500,26806,38487,65293,1891,2396,4287,5,226,116,342
09-11-24,1134,409,725,,,,29332,41724,71056,282,698,980,27088,39185,66273,2013,2420,4433,8,231,119,350
10-11-24,1337,443,894,,,,29775,42618,72393,530,839,1369,27618,40024,67642,1922,2474,4396,5,235,120,355
11-11-24,1194,441,753,,,,30216,43371,73587,422,768,1190,28040,40792,68832,1939,2456,4395,5,237,123,360
12-11-24,1211,430,781,,,,30646,44154,74800,526,1095,1621,28566,41887,70453,1838,2142,3980,7,242,125,367
13-11-24,1221,396,825,,,,31042,44979,76021,373,728,1101,28939,42615,71554,1857,2238,4095,5,246,126,372
14-11-24,1107,415,692,,,,31457,45671,77128,429,612,1041,29368,43227,72595,1841,2308,4149,12,248,136,384
15-11-24,474,207,267,,,,31664,45937,77601,265,265,530,29633,43492,73125,1782,2295,4077,15,249,150,399
16-11-24,994,404,590,,,,32068,46527,78595,344,546,890,29977,44038,74015,1835,2338,4173,8,256,151,407
17-11-24,1389,376,1013,,,,32444,47540,79984,535,984,1519,30512,45022,75534,1669,2366,4035,8,263,152,415
18-11-24,1083,380,703,,,,32824,48244,81068,393,712,1105,30905,45734,76639,1653,2355,4008,6,266,155,421
19-11-24,1052,405,647,,,,33229,48891,82120,437,437,1066,31342,46363,77705,1620,2373,3993,1,267,155,422
20-11-24,1034,371,663,,,,33600,49554,83154,362,648,1010,31704,47011,78715,1627,2385,4012,5,269,158,427
21-11-24,1214,358,856,,,,33958,50410,84368,417,918,1335,32121,47929,80050,1560,2322,3882,9,277,159,436
22-11-24,458,181,277,,,,34139,50687,84826,201,267,468,32322,48196,80518,1539,2331,3870,2,278,160,438
23-11-24,886,391,495,,,,34530,51182,85712,371,567,938,32693,48763,81456,1553,2255,3808,10,284,164,448
24-11-24,1079,337,742,,,,34867,51924,86791,429,727,1156,33122,49490,82612,1452,2268,3720,11,293,166,459
25-11-24,934,333,601,,,,35200,52525,87725,390,734,1124,33512,50224,83736,1393,2135,3528,2,295,166,461
26-11-24,990,345,645,,,,35545,53170,88715,359,627,986,33871,50851,84722,1373,2149,3522,10,301,170,471
27-11-24,888,306,582,,,,35851,53752,89603,375,706,1081,34246,51557,85803,1302,2023,3325,4,303,172,475
28-11-24,837,300,537,,,,36151,54289,90440,310,580,890,34556,52137,86693,1289,1976,3265,7,306,176,482
29-11-24,354,177,177,,,,36328,54466,90794,208,380,588,34764,52517,87281,1255,1773,3028,3,309,176,485
30-11-24,675,319,356,,,,36647,54822,91469,233,365,598,34997,52882,87879,1338,1764,3102,3,312,176,488
01-12-24,882,276,606,,,,36923,55428,92351,420,690,1110,35417,53572,88989,1193,1675,2868,6,313,181,494
02-12-24,705,269,436,,,,37192,55864,93056,311,480,791,35728,54052,89780,1149,1630,2779,3,315,182,497
03-12-24,629,243,386,,,,37435,56250,93685,374,468,842,36102,54520,90622,1014,1545,2559,7,319,185,504
04-12-24,629,225,404,,,,37660,56654,94314,262,490,752,36364,55010,91374,973,1458,2431,5,323,186,509
05-12-24,570,208,362,,,,37868,57016,94884,220,407,627,36584,55417,92001,958,1411,2369,5,326,188,514
06-12-24,186,109,77,,,,37977,57093,95070,111,87,198,36695,55504,92199,953,1401,2354,3,329,188,517
07-12-24,562,268,294,,,,38245,57387,95632,221,282,503,36916,55786,92702,996,1412,2408,5,333,189,522
08-12-24,596,240,356,,,,38485,57743,96228,327,438,765,37243,56224,93467,905,1327,2232,7,337,192,529
09-12-24,478,200,278,,,,38685,58021,96706,223,372,595,37466,56596,94062,881,1232,2113,2,338,193,531
10-12-24,453,176,277,,,,38861,58298,97159,242,329,571,37708,56925,94633,814,1180,1994,1,339,193,532
11-12-24,444,169,275,,,,39030,58573,97603,189,329,518,37897,57254,95151,791,1125,1916,4,342,194,536
12-12-24,344,154,190,,,,39184,58763,97947,205,210,415,38102,57464,95566,737,1103,1840,5,345,196,541
13-12-24,241,87,154,,,,39271,58917,98188,124,171,295,38226,57635,95861,696,1086,1782,4,349,196,545
14-12-24,316,161,155,,,,39432,59072,98504,159,159,318,38385,57794,96179,697,1080,1777,1,350,198,548
15-12-24,373,132,241,,,,39564,59313,98877,179,304,483,38564,58098,96662,650,1017,1667,0,350,198,548
16-12-24,107,44,63,,,,39608,59376,98984,79,122,201,38643,58220,96863,615,957,1572,1,350,199,549
17-12-24,311,121,190,,,,39729,59566,99295,134,214,348,38777,58434,97211,602,931,1533,2,350,201,551
18-12-24,274,84,190,,,,39813,59756,99569,170,284,454,38947,58718,97665,512,836,1348,5,354,202,556
19-12-24,236,70,166,,,,39883,59922,99805,126,188,314,39073,58906,97979,455,814,1269,1,355,202,557
20-12-24,83,35,48,,,,39918,59970,99888,42,78,120,39115,58984,98099,448,783,1231,1,355,203,558
21-12-24,141,70,71,,,,39988,60041,100029,64,106,170,39179,59090,98269,453,746,1199,3,356,205,561
22-12-24,165,49,116,,,,40037,60157,100194,133,165,298,39312,59255,98567,368,696,1064,2,357,206,563
23-12-24,172,70,102,,,,40107,60259,100366,80,193,273,39392,59448,98840,358,604,962,1,357,207,564
24-12-24,125,65,60,,,,40172,60319,100491,68,72,140,39460,59520,98980,354,592,946,1,358,207,565
25-12-24,67,24,43,,,,40196,60362,100558,21,57,78,39481,59577,99058,357,578,935,0,358,207,565
26-12-24,153,42,111,,,,40238,60473,100711,80,200,280,39561,59777,99338,318,486,804,4,359,210,569
27-12-24,53,25,28,,,,40263,60501,100764,49,38,87,39610,59815,99425,294,476,770,0,359,210,569
28-12-24,104,43,61,,,,40306,60562,100868,34,119,153,39644,59934,99578,303,417,720,1,359,211,570
29-12-24,148,46,102,,,,40352,60664,101016,69,114,183,39713,60048,99761,279,404,683,2,360,212,572
30-12-24,114,40,74,,,,40392,60738,101130,48,93,141,39761,60141,99902,271,384,655,1,360,213,573
31-12-24,84,30,54,,,,40422,60792,101214,61,77,138,39822,60218,100040,238,361,599,2,362,213,575
