Date,effected-Mymensingh,Rainfall,Humidity,Temparature,Sunshine,Windspeed
01-01-22,0.0,0.0,79.5,18.2,6.5,1.5
02-01-22,0.0,0.0,81.5,18.049999999999997,6.3,2.15
03-01-22,0.0,0.0,83.0,17.65,6.4,2.0
04-01-22,0.0,0.0,85.0,17.2,5.85,2.25
05-01-22,0.0,0.0,82.5,17.799999999999997,5.15,2.0
06-01-22,0.0,0.0,82.5,18.0,6.35,0.5
07-01-22,0.0,0.0,77.0,19.15,7.8,1.0
08-01-22,0.0,0.0,78.5,19.549999999999997,8.149999999999999,0.5
09-01-22,0.0,0.0,78.5,19.7,7.25,1.0
10-01-22,0.0,0.0,82.5,19.85,5.4,0.65
11-01-22,0.0,0.0,81.5,20.5,0.3,1.65
12-01-22,0.0,6.5,87.0,20.200000000000003,0.95,1.4
13-01-22,0.0,3.0,83.5,18.95,5.4,1.0
14-01-22,0.0,0.0,84.5,17.700000000000003,0.0,2.5
15-01-22,1.0,0.0,83.0,17.3,3.2,0.75
16-01-22,0.0,0.0,79.5,17.35,8.15,2.4
17-01-22,0.0,0.0,79.0,18.4,8.149999999999999,0.85
18-01-22,0.0,0.0,81.0,18.5,6.9,2.5
19-01-22,0.0,0.0,82.0,18.5,6.0,1.5
20-01-22,0.0,0.0,86.0,16.700000000000003,3.9000000000000004,2.1
21-01-22,0.0,0.0,88.0,17.0,2.9000000000000004,1.25
22-01-22,0.0,0.0,82.5,18.299999999999997,1.7,2.0
23-01-22,0.0,0.0,85.0,18.4,0.0,0.6
24-01-22,0.0,0.0,79.0,19.299999999999997,5.1,1.0
25-01-22,0.0,0.0,80.5,19.5,4.95,2.5
26-01-22,0.0,0.0,81.0,19.15,0.35,1.35
27-01-22,0.0,0.0,65.0,17.55,6.75,3.05
28-01-22,0.0,0.0,72.0,14.850000000000001,7.15,2.5
29-01-22,0.0,0.0,71.5,15.850000000000001,7.550000000000001,1.5
30-01-22,0.0,0.0,78.0,15.85,7.6,1.5
31-01-22,0.0,0.0,79.5,16.4,5.9,0.5
01-02-22,0.0,0.0,83.5,17.15,0.95,1.5
02-02-22,0.0,0.0,82.5,17.85,3.9,2.0
03-02-22,0.0,0.0,79.5,19.0,3.0,2.75
04-02-22,0.0,1.0,87.0,16.700000000000003,0.0,3.5
05-02-22,0.0,11.0,82.5,16.85,4.1,5.0
06-02-22,0.0,0.0,81.5,15.9,5.4,3.75
07-02-22,0.0,0.0,78.0,16.549999999999997,8.5,2.15
08-02-22,0.0,0.0,78.0,17.05,7.3,1.85
09-02-22,0.0,0.0,77.0,18.049999999999997,7.85,0.5
10-02-22,0.0,0.0,88.5,17.049999999999997,0.0,0.9
11-02-22,0.0,0.0,80.5,18.5,5.9,0.65
12-02-22,0.0,0.0,71.5,17.4,8.7,2.6
13-02-22,0.0,0.0,71.5,18.5,9.25,1.5
14-02-22,0.0,0.0,73.5,18.8,9.45,2.75
15-02-22,0.0,0.0,73.0,19.0,9.25,0.75
16-02-22,0.0,0.0,71.0,19.299999999999997,9.399999999999999,1.5
17-02-22,0.0,0.0,71.5,19.25,9.0,0.5
18-02-22,0.0,0.0,71.5,19.35,8.8,2.5
19-02-22,0.0,0.0,68.0,18.9,9.4,3.0
20-02-22,0.0,0.0,73.0,18.6,5.0,3.25
21-02-22,0.0,0.0,72.5,18.35,7.4,2.85
22-02-22,0.0,0.0,70.5,19.4,7.800000000000001,2.85
23-02-22,0.0,0.0,71.0,21.15,7.7,3.7
24-02-22,0.0,0.0,74.5,21.55,5.15,2.8
25-02-22,0.0,4.0,76.5,21.9,5.65,5.1
26-02-22,0.0,0.0,75.0,22.25,8.55,1.65
27-02-22,0.0,0.0,78.5,22.15,4.9,2.5
28-02-22,0.0,0.0,78.5,22.9,6.4,2.75
01-03-22,0.0,0.0,71.5,22.049999999999997,9.15,2.0
02-03-22,0.0,0.0,71.0,22.049999999999997,9.0,4.0
03-03-22,0.0,0.0,71.5,22.15,9.1,2.25
04-03-22,0.0,0.0,75.5,22.05,8.75,1.0
05-03-22,0.0,0.0,73.0,22.6,8.5,1.25
06-03-22,0.0,0.0,64.0,23.4,8.850000000000001,0.65
07-03-22,0.0,0.0,72.0,24.549999999999997,9.25,1.5
08-03-22,0.0,0.0,68.5,25.1,9.05,2.5
09-03-22,0.0,0.0,68.5,25.0,8.75,1.25
10-03-22,0.0,0.0,67.0,25.2,8.95,1.6
11-03-22,0.0,0.0,71.0,24.200000000000003,9.0,2.85
12-03-22,0.0,0.0,72.0,24.45,8.95,1.75
13-03-22,0.0,0.0,71.5,25.45,8.649999999999999,2.75
14-03-22,0.0,0.0,67.0,26.9,8.95,0.75
15-03-22,0.0,0.0,72.0,25.85,8.25,2.5
16-03-22,0.0,0.0,72.5,26.65,8.45,0.5
17-03-22,0.0,0.0,71.5,27.1,8.65,1.0
18-03-22,0.0,0.0,70.5,26.6,8.75,0.5
19-03-22,0.0,0.0,70.5,27.05,8.2,0.5
20-03-22,0.0,0.0,70.0,26.9,8.2,1.1
21-03-22,0.0,0.0,71.0,25.9,7.05,3.0
22-03-22,0.0,0.0,78.0,27.0,6.95,3.0
23-03-22,0.0,0.0,76.0,28.2,6.6,1.1
24-03-22,0.0,0.0,80.5,27.05,1.0,3.5
25-03-22,0.0,0.0,79.0,27.65,0.2,2.55
26-03-22,1.0,0.0,79.5,28.05,5.199999999999999,3.8
27-03-22,0.0,0.0,79.0,26.15,3.5999999999999996,4.5
28-03-22,0.0,0.0,82.0,24.7,0.75,2.75
29-03-22,0.0,0.0,84.0,24.75,0.0,3.4
30-03-22,0.0,1.0,83.0,25.3,0.3,4.2
31-03-22,0.0,0.0,86.0,25.85,2.0,2.0
01-04-22,0.0,8.0,80.5,28.15,6.05,3.35
02-04-22,0.0,0.0,87.5,27.05,0.2,3.0
03-04-22,0.0,3.0,83.0,27.35,1.2000000000000002,3.25
04-04-22,0.0,2.5,78.5,28.25,5.0,5.0
05-04-22,0.0,0.0,80.5,27.75,4.0,2.0
06-04-22,0.0,0.0,82.0,27.45,1.6500000000000001,2.5
07-04-22,0.0,0.0,76.5,28.25,5.15,2.5
08-04-22,0.0,0.0,81.0,27.75,6.65,2.6
09-04-22,0.0,0.0,80.0,27.55,1.8,4.05
10-04-22,0.0,0.0,79.5,27.35,1.95,4.7
11-04-22,0.0,7.0,84.5,26.35,4.7,3.85
12-04-22,0.0,10.0,86.0,27.8,1.9500000000000002,2.45
13-04-22,0.0,0.5,82.0,28.1,2.6,2.3
14-04-22,0.0,0.0,86.0,28.05,1.15,3.5
15-04-22,0.0,0.0,80.5,29.200000000000003,6.1,7.0
16-04-22,0.0,0.0,85.0,26.95,1.8,2.95
17-04-22,0.0,0.0,76.5,26.9,4.45,3.0
18-04-22,0.0,0.0,79.5,26.95,2.65,2.95
19-04-22,0.0,9.0,75.0,27.7,7.4,2.85
20-04-22,0.0,4.0,83.5,22.5,2.5999999999999996,2.25
21-04-22,0.0,12.5,77.5,25.9,9.0,1.75
22-04-22,0.0,0.0,90.5,24.85,1.3,2.35
23-04-22,0.0,30.0,82.0,27.95,5.65,2.95
24-04-22,0.0,0.0,83.0,28.9,5.25,3.6
25-04-22,0.0,1.0,81.0,28.85,5.45,3.3
26-04-22,0.0,0.0,78.0,28.6,6.65,5.45
27-04-22,0.0,11.5,80.5,27.950000000000003,4.2,3.15
28-04-22,0.0,0.0,83.0,29.6,4.949999999999999,4.75
29-04-22,0.0,0.0,77.0,28.6,6.15,2.7
30-04-22,0.0,5.5,75.0,25.799999999999997,4.25,2.8499999999999996
01-05-22,0.0,6.0,74.5,27.25,7.25,3.25
02-05-22,0.0,0.0,77.0,26.4,6.65,5.3
03-05-22,0.0,3.5,91.5,23.5,0.75,2.95
04-05-22,0.0,29.5,78.5,26.55,7.55,2.7
05-05-22,0.0,0.0,79.0,27.950000000000003,6.75,1.65
06-05-22,0.0,0.0,84.0,27.299999999999997,2.45,4.0
07-05-22,0.0,2.0,81.0,27.950000000000003,5.75,1.0
08-05-22,0.0,0.5,78.5,28.8,6.7,3.75
09-05-22,0.0,1.0,82.0,28.05,1.25,5.5
10-05-22,0.0,3.5,94.0,25.049999999999997,0.0,3.45
11-05-22,0.0,19.0,90.0,26.950000000000003,2.6,1.65
12-05-22,0.0,20.5,85.5,27.85,3.25,1.6
13-05-22,0.0,4.0,92.5,25.7,0.0,3.15
14-05-22,0.0,42.0,88.5,27.6,0.4,5.0
15-05-22,0.0,7.0,83.0,29.0,1.75,3.85
16-05-22,0.0,0.0,81.5,29.3,0.9500000000000001,2.85
17-05-22,0.0,1.5,83.5,26.2,0.5,2.65
18-05-22,0.0,18.5,82.0,28.1,6.35,4.1
19-05-22,0.0,49.5,84.5,25.700000000000003,2.55,4.0
20-05-22,0.0,36.0,83.5,25.4,2.3,4.3
21-05-22,0.0,32.0,85.0,24.55,0.1,2.6500000000000004
22-05-22,0.0,10.0,83.0,27.299999999999997,4.25,2.3
23-05-22,0.0,30.5,82.0,27.7,7.15,2.35
24-05-22,0.0,0.0,78.0,30.1,7.25,1.0
25-05-22,0.0,0.0,81.0,28.700000000000003,2.15,4.5
26-05-22,0.0,0.0,74.5,29.25,9.3,2.5
27-05-22,0.0,0.0,80.0,27.8,5.65,3.85
28-05-22,0.0,10.5,78.0,28.5,9.85,3.25
29-05-22,0.0,0.5,80.0,28.9,6.1,2.35
30-05-22,0.0,1.5,78.0,29.4,9.45,2.35
31-05-22,0.0,0.0,83.5,28.9,4.0,1.15
01-06-22,0.0,1.0,82.0,28.9,5.4,1.75
02-06-22,0.0,0.0,87.0,28.15,0.1,2.5
03-06-22,0.0,0.5,91.5,27.0,0.0,2.25
04-06-22,0.0,9.5,88.0,25.75,0.0,2.7
05-06-22,0.0,40.0,88.5,26.65,0.45,1.65
06-06-22,1.0,1.5,88.0,27.25,0.0,2.5
07-06-22,1.0,8.5,93.0,26.55,0.0,0.75
08-06-22,0.0,31.5,88.5,28.1,1.3499999999999999,2.35
09-06-22,0.0,1.0,94.5,25.75,0.0,2.5
10-06-22,0.0,68.0,89.0,26.799999999999997,3.05,2.65
11-06-22,0.0,17.5,85.0,28.799999999999997,3.95,3.3
12-06-22,0.0,37.0,87.5,27.6,0.0,3.15
13-06-22,0.0,4.5,87.5,25.950000000000003,0.0,5.3
14-06-22,0.0,19.5,86.5,27.299999999999997,0.0,4.55
15-06-22,0.0,0.0,91.0,27.4,0.0,2.0
16-06-22,0.0,0.5,90.0,27.9,0.0,7.15
17-06-22,0.0,41.5,94.0,24.799999999999997,0.0,5.0
18-06-22,0.0,166.5,92.0,26.4,0.0,1.65
19-06-22,0.0,35.0,85.0,28.05,4.6,2.85
20-06-22,1.0,44.0,88.5,27.1,0.6,5.5
21-06-22,0.0,13.0,86.0,27.450000000000003,1.2,4.15
22-06-22,0.0,4.5,87.0,27.7,2.6,3.1
23-06-22,1.0,46.0,85.5,28.25,3.8,3.2
24-06-22,1.0,3.0,84.0,28.7,7.25,1.7
25-06-22,2.0,8.5,83.0,28.799999999999997,8.7,2.4
26-06-22,1.0,7.0,87.0,28.5,4.3,2.9
27-06-22,0.0,14.0,79.5,29.95,2.6,1.35
28-06-22,0.0,1.5,85.5,28.2,0.9,1.5
29-06-22,0.0,23.5,87.5,28.25,0.0,1.75
30-06-22,0.0,20.0,91.0,27.3,0.05,1.85
01-07-22,0.0,10.5,88.5,28.5,4.300000000000001,1.15
02-07-22,0.0,2.0,79.5,29.75,8.8,1.75
03-07-22,1.0,0.0,83.0,29.450000000000003,6.75,2.5
04-07-22,0.0,0.0,88.0,28.950000000000003,6.15,0.5
05-07-22,2.0,1.5,84.5,29.700000000000003,1.05,1.1
06-07-22,0.0,26.5,85.5,28.35,3.05,1.95
07-07-22,0.0,3.0,79.0,30.85,9.5,0.75
08-07-22,0.0,0.0,85.5,29.299999999999997,3.45,1.0
09-07-22,0.0,1.5,75.0,30.75,10.75,3.35
10-07-22,0.0,0.5,77.5,30.6,9.5,1.0
11-07-22,0.0,4.5,76.5,30.5,8.75,3.35
12-07-22,2.0,5.5,76.0,31.05,9.3,2.5
13-07-22,0.0,9.0,76.0,31.6,10.55,3.85
14-07-22,1.0,1.5,74.0,31.6,10.4,2.5
15-07-22,1.0,8.0,76.5,31.299999999999997,11.0,2.5
16-07-22,0.0,5.5,73.0,31.25,10.7,2.85
17-07-22,0.0,0.0,78.5,30.35,6.300000000000001,3.5
18-07-22,2.0,0.5,81.5,29.55,4.85,3.0
19-07-22,0.0,2.0,84.0,29.4,5.0,2.75
20-07-22,2.0,2.0,87.5,28.65,2.0,2.75
21-07-22,0.0,7.5,81.0,30.05,5.95,3.0
22-07-22,1.0,3.0,83.0,29.75,4.35,1.25
23-07-22,2.0,1.5,83.0,29.65,5.699999999999999,0.75
24-07-22,1.0,55.5,91.5,27.0,0.5,1.5
25-07-22,0.0,6.0,89.0,27.700000000000003,2.1,2.0
26-07-22,0.0,10.5,87.0,27.6,1.4,1.35
27-07-22,0.0,0.5,84.5,28.9,6.45,0.5
28-07-22,1.0,1.5,87.5,28.95,2.0,0.85
29-07-22,0.0,0.0,83.0,29.9,5.6,2.5
30-07-22,0.0,7.0,86.5,29.0,1.05,1.65
31-07-22,0.0,0.5,90.5,27.15,0.0,4.4
01-08-22,1.0,43.5,94.5,25.9,0.0,1.9
02-08-22,0.0,77.0,84.5,29.5,6.2,1.6
03-08-22,1.0,0.0,88.5,28.950000000000003,2.15,0.75
04-08-22,1.0,21.0,88.0,28.7,4.0,1.0
05-08-22,0.0,5.5,80.5,30.35,5.85,1.15
06-08-22,0.0,41.5,86.0,28.9,4.4,1.35
07-08-22,0.0,28.5,78.0,30.9,11.5,2.8
08-08-22,0.0,7.5,77.5,30.25,8.45,4.25
09-08-22,3.0,3.5,77.5,29.4,9.05,4.1
10-08-22,0.0,1.5,70.5,29.4,5.25,6.05
11-08-22,0.0,0.0,72.5,29.85,11.1,2.35
12-08-22,0.0,0.0,76.5,30.1,10.0,2.0
13-08-22,1.0,0.0,82.5,28.9,2.1,1.9
14-08-22,1.0,0.5,73.0,29.9,7.75,6.1
15-08-22,0.0,1.0,81.5,29.0,3.85,5.1
16-08-22,2.0,0.5,81.5,30.0,7.55,0.9
17-08-22,0.0,0.0,80.5,31.049999999999997,7.35,0.75
18-08-22,4.0,0.0,71.0,32.45,8.399999999999999,1.75
19-08-22,0.0,0.0,74.0,30.75,9.35,3.25
20-08-22,1.0,4.5,73.0,30.450000000000003,7.75,4.15
21-08-22,2.0,0.0,78.5,30.15,7.9,2.4
22-08-22,0.0,2.0,76.5,30.85,7.15,2.75
23-08-22,1.0,33.5,80.5,30.0,7.45,5.5
24-08-22,0.0,6.5,76.5,29.8,9.95,3.75
25-08-22,2.0,0.0,77.0,30.3,10.55,0.85
26-08-22,0.0,0.0,78.5,30.799999999999997,7.2,0.5
27-08-22,3.0,0.0,85.0,29.299999999999997,0.0,1.25
28-08-22,0.0,0.0,89.0,28.0,0.65,1.0
29-08-22,2.0,9.5,91.0,27.700000000000003,2.9000000000000004,1.0
30-08-22,1.0,30.5,89.0,28.6,0.35,0.8
31-08-22,1.0,0.0,85.5,29.1,5.85,2.15
01-09-22,1.0,0.5,93.5,27.15,0.0,1.35
02-09-22,0.0,14.5,91.5,27.35,0.45,2.15
03-09-22,7.0,27.5,90.0,28.0,1.0,1.5
04-09-22,1.0,44.0,90.0,27.5,1.05,2.1
05-09-22,5.0,0.5,91.5,27.25,0.3,2.7
06-09-22,1.0,5.0,92.5,27.65,0.25,1.0
07-09-22,4.0,0.0,80.0,30.450000000000003,6.199999999999999,1.0
08-09-22,1.0,0.0,81.5,30.25,5.3,0.6
09-09-22,0.0,0.0,76.5,30.75,9.55,1.1
10-09-22,5.0,0.0,78.5,29.5,9.4,0.9
11-09-22,1.0,70.0,85.5,28.1,5.65,2.0
12-09-22,7.0,20.5,88.5,27.25,2.45,2.1
13-09-22,9.0,13.0,93.5,25.95,0.0,1.5
14-09-22,1.0,49.5,93.0,26.55,0.1,3.15
15-09-22,3.0,25.5,90.5,27.25,0.65,1.25
16-09-22,4.0,39.5,88.5,28.2,2.6,0.5
17-09-22,5.0,0.0,84.5,29.4,7.550000000000001,0.5
18-09-22,5.0,0.0,85.5,29.8,3.5,0.5
19-09-22,4.0,19.0,81.5,29.65,8.35,1.6
20-09-22,7.0,2.5,82.0,29.3,7.699999999999999,3.8
21-09-22,1.0,0.5,84.5,28.7,5.7,3.0
22-09-22,7.0,0.0,84.0,29.15,5.949999999999999,2.35
23-09-22,5.0,3.5,86.0,28.8,2.8000000000000003,1.0
24-09-22,8.0,1.0,90.0,27.7,1.25,1.1
25-09-22,7.0,2.0,87.5,28.200000000000003,1.1,0.6
26-09-22,3.0,9.5,84.5,29.1,4.6,0.65
27-09-22,3.0,0.0,85.5,28.65,4.15,0.75
28-09-22,1.0,0.0,82.5,29.75,8.0,1.5
29-09-22,4.0,0.0,88.0,28.35,4.55,1.25
30-09-22,10.0,1.5,84.0,30.1,6.8,1.15
01-10-22,1.0,0.0,85.5,30.4,6.050000000000001,0.65
02-10-22,6.0,7.0,89.0,26.799999999999997,0.8999999999999999,3.6
03-10-22,9.0,36.5,92.0,26.9,0.8,5.0
04-10-22,0.0,20.5,82.5,28.8,7.949999999999999,1.0
05-10-22,4.0,0.0,84.0,28.3,6.5,0.75
06-10-22,10.0,0.0,85.5,27.85,7.45,1.15
07-10-22,6.0,1.5,81.0,29.35,9.15,0.75
08-10-22,5.0,0.0,81.0,29.2,6.7,0.75
09-10-22,6.0,1.5,88.5,27.6,3.65,2.5
10-10-22,15.0,0.0,86.0,28.25,6.1,2.0
11-10-22,8.0,2.5,89.0,27.15,4.6,1.0
12-10-22,8.0,13.5,89.5,27.0,3.0,2.0
13-10-22,15.0,1.0,90.5,26.55,4.05,1.0
14-10-22,1.0,14.0,85.0,27.85,6.1,0.5
15-10-22,20.0,0.0,80.0,27.35,9.7,1.25
16-10-22,16.0,0.0,83.0,27.65,10.0,1.0
17-10-22,5.0,0.0,84.0,28.200000000000003,7.949999999999999,0.5
18-10-22,21.0,0.0,79.0,28.0,9.100000000000001,1.0
19-10-22,13.0,0.0,78.5,27.35,8.600000000000001,0.65
20-10-22,16.0,0.0,81.0,27.45,9.5,0.5
21-10-22,6.0,0.0,78.0,27.200000000000003,8.7,0.5
22-10-22,19.0,0.0,78.5,27.200000000000003,9.350000000000001,0.5
23-10-22,14.0,0.0,86.0,26.6,0.44999999999999996,0.85
24-10-22,23.0,0.5,94.5,22.35,0.0,8.0
25-10-22,17.0,124.5,89.0,23.15,0.95,4.5
26-10-22,27.0,0.5,87.0,24.8,2.35,1.0
27-10-22,21.0,0.0,83.0,25.0,4.3,1.25
28-10-22,19.0,0.0,81.0,24.65,4.8,1.25
29-10-22,12.0,0.0,81.5,25.15,4.6,1.5
30-10-22,17.0,0.0,84.5,26.25,8.25,1.25
31-10-22,20.0,0.0,84.0,26.799999999999997,9.35,0.5
01-11-22,28.0,0.0,82.5,27.4,9.4,0.5
02-11-22,6.0,0.0,83.0,26.4,7.3,1.15
03-11-22,21.0,0.0,83.5,24.75,6.75,1.0
04-11-22,9.0,0.0,83.5,24.75,8.6,1.0
05-11-22,13.0,0.0,83.5,25.6,8.350000000000001,0.5
06-11-22,20.0,0.0,84.0,25.700000000000003,8.899999999999999,0.8
07-11-22,25.0,0.0,85.0,25.05,7.5,1.5
08-11-22,14.0,0.0,82.5,24.35,8.65,0.5
09-11-22,14.0,0.0,82.0,23.95,9.3,1.0
10-11-22,14.0,0.0,80.5,23.5,9.4,1.5
11-11-22,9.0,0.0,77.0,23.299999999999997,9.2,0.5
12-11-22,18.0,0.0,81.0,23.1,9.0,2.0
13-11-22,27.0,0.0,83.0,22.35,7.65,1.0
14-11-22,13.0,0.0,81.5,23.200000000000003,9.05,1.5
15-11-22,9.0,0.0,84.5,23.0,8.25,0.5
16-11-22,16.0,0.0,83.0,23.0,8.05,0.5
17-11-22,14.0,0.0,82.5,22.450000000000003,8.4,0.85
18-11-22,14.0,0.0,81.5,21.5,8.95,1.0
19-11-22,10.0,0.0,79.0,21.3,8.100000000000001,0.65
20-11-22,9.0,0.0,75.5,22.7,9.149999999999999,0.6
21-11-22,13.0,0.0,78.0,21.65,8.25,1.1
22-11-22,13.0,0.0,79.0,21.25,9.100000000000001,1.25
23-11-22,7.0,0.0,79.5,21.6,8.65,0.5
24-11-22,4.0,0.0,82.0,21.5,8.2,0.65
25-11-22,8.0,0.0,80.5,21.75,9.15,0.85
26-11-22,7.0,0.0,78.0,21.7,9.45,1.25
27-11-22,6.0,0.0,77.0,21.55,9.1,0.65
28-11-22,9.0,0.0,77.5,22.0,8.6,1.5
29-11-22,8.0,0.0,77.0,23.5,7.85,1.0
30-11-22,9.0,0.0,77.5,23.049999999999997,8.5,1.5
01-12-22,7.0,0.0,79.5,21.950000000000003,7.9,1.0
02-12-22,3.0,0.0,80.0,21.5,8.65,2.0
03-12-22,5.0,0.0,80.5,20.700000000000003,8.1,1.0
04-12-22,9.0,0.0,80.5,20.6,8.399999999999999,1.0
05-12-22,5.0,0.0,79.5,21.15,8.9,0.5
06-12-22,2.0,0.0,80.0,20.95,8.5,0.85
07-12-22,8.0,0.0,80.0,20.4,8.65,1.25
08-12-22,4.0,0.0,78.0,20.35,7.300000000000001,0.75
09-12-22,1.0,0.0,80.5,20.2,8.85,1.25
10-12-22,3.0,0.0,78.0,20.9,7.35,1.0
11-12-22,4.0,0.0,81.0,20.6,8.0,0.5
12-12-22,1.0,0.0,81.5,20.15,7.3,1.0
13-12-22,3.0,0.0,83.5,19.85,6.800000000000001,1.0
14-12-22,5.0,0.0,86.0,19.8,5.699999999999999,0.5
15-12-22,1.0,0.0,90.0,19.35,3.5,0.85
16-12-22,1.0,0.0,90.0,19.200000000000003,2.45,1.0
17-12-22,0.0,0.0,86.5,19.1,6.65,1.5
18-12-22,1.0,0.0,80.0,20.05,8.75,2.5
19-12-22,1.0,0.0,83.0,18.700000000000003,5.6,0.5
20-12-22,2.0,0.0,84.5,18.9,4.95,0.5
21-12-22,2.0,0.0,84.5,19.25,7.1,1.0
22-12-22,0.0,0.0,85.0,19.3,6.699999999999999,0.5
23-12-22,3.0,0.0,83.0,18.75,7.05,0.75
24-12-22,3.0,0.0,82.0,19.1,6.6,0.75
25-12-22,3.0,0.0,91.0,18.85,0.0,1.1
26-12-22,0.0,1.5,87.0,19.25,1.9000000000000001,1.6
27-12-22,1.0,0.0,89.0,18.85,1.05,1.25
28-12-22,0.0,0.0,92.0,17.35,2.25,1.0
29-12-22,1.0,0.0,94.5,15.15,1.0,0.5
30-12-22,0.0,0.0,91.0,16.15,1.15,1.25
31-12-22,1.0,0.0,94.0,15.05,1.7,0.75
01-01-23,3.0,0.0,88.0,16.1,5.35,0.5
02-01-23,1.0,0.0,84.5,16.95,6.949999999999999,0.75
03-01-23,0.0,0.0,91.5,15.8,4.1,0.65
04-01-23,0.0,0.0,89.5,15.5,3.75,1.85
05-01-23,0.0,0.0,90.5,15.0,3.3,2.1
06-01-23,0.0,0.0,90.0,14.75,3.8,2.6
07-01-23,0.0,0.0,92.5,14.65,2.9000000000000004,2.6
08-01-23,0.0,0.0,93.5,15.7,3.35,1.0
09-01-23,0.0,0.0,81.5,18.75,7.85,0.6
10-01-23,0.0,0.0,77.0,19.1,8.55,0.5
11-01-23,0.0,0.0,77.0,17.700000000000003,7.75,0.75
12-01-23,0.0,0.0,86.0,15.3,4.5,1.0
13-01-23,0.0,0.0,85.0,16.6,4.4,0.5
14-01-23,0.0,0.0,83.0,17.95,0.95,2.15
15-01-23,0.0,0.0,75.5,18.05,6.4,0.5
